date,p0_status,p0_reason,side,A_status,A_reason,RA,B_status,B_reason,RB,morning_A,downstream_A,downstream_B,epoch,D,D_decomp
20080111,yes,ok,-1.0,resolved,ok,-0.5,resolved,ok,-5.5,-0.5,0.0,-5.5,2006-12,5.0,5.0
20080114,yes,ok,-1.0,resolved,ok,-3.5,resolved,ok,0.0,-3.5,0.0,0.0,2006-12,-3.5,-3.5
20080115,yes,ok,1.0,unknown,missing_open_position_bar:583,,unknown,detector:missing_v7m_bar:608,,0.0,0.0,0.0,2006-12,,
20080116,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080117,yes,ok,-1.0,resolved,ok,11.75,resolved,ok,0.0,11.75,0.0,0.0,2006-12,11.75,11.75
20080118,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080121,yes,ok,-1.0,resolved,ok,15.0,resolved,ok,0.0,15.0,0.0,0.0,2006-12,15.0,15.0
20080122,yes,ok,-1.0,resolved,ok,-30.25,resolved,ok,-10.5,-19.75,-10.5,-10.5,2006-12,-19.75,-19.75
20080123,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080124,yes,ok,-1.0,resolved,ok,-30.5,resolved,ok,-10.75,-19.75,-10.75,-10.75,2006-12,-19.75,-19.75
20080125,yes,ok,-1.0,resolved,ok,39.75,resolved,ok,0.0,39.75,0.0,0.0,2006-12,39.75,39.75
20080128,yes,ok,-1.0,resolved,ok,-17.5,resolved,ok,0.0,-17.5,0.0,0.0,2006-12,-17.5,-17.5
20080129,yes,ok,-1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20080130,yes,ok,1.0,resolved,ok,4.5,resolved,ok,0.0,4.5,0.0,0.0,2006-12,4.5,4.5
20080131,yes,ok,1.0,resolved,ok,27.0,resolved,ok,0.0,27.0,0.0,0.0,2006-12,27.0,27.0
20080201,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080204,yes,ok,-1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20080205,yes,ok,1.0,resolved,ok,0.25,resolved,ok,0.0,0.25,0.0,0.0,2006-12,0.25,0.25
20080206,yes,ok,-1.0,resolved,ok,-13.25,resolved,ok,0.0,-13.25,0.0,0.0,2006-12,-13.25,-13.25
20080207,yes,ok,1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20080208,yes,ok,1.0,resolved,ok,17.75,resolved,ok,0.0,17.75,0.0,0.0,2006-12,17.75,17.75
20080211,yes,ok,1.0,unknown,missing_open_position_bar:655,,unknown,detector:missing_v7m_bar:655,,0.0,0.0,0.0,2006-12,,
20080212,yes,ok,-1.0,resolved,ok,-7.5,resolved,ok,0.0,-7.5,0.0,0.0,2006-12,-7.5,-7.5
20080213,yes,ok,1.0,resolved,ok,-4.5,resolved,ok,0.0,-4.5,0.0,0.0,2006-12,-4.5,-4.5
20080214,yes,ok,-1.0,resolved,ok,5.75,resolved,ok,0.0,5.75,0.0,0.0,2006-12,5.75,5.75
20080215,yes,ok,-1.0,resolved,ok,2.5,resolved,ok,0.0,2.5,0.0,0.0,2006-12,2.5,2.5
20080218,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20080219,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,-2.5,-19.75,0.0,-2.5,2006-12,-17.25,-17.25
20080220,yes,ok,1.0,resolved,ok,0.75,resolved,ok,0.0,0.75,0.0,0.0,2006-12,0.75,0.75
20080221,yes,ok,-1.0,resolved,ok,15.0,resolved,ok,0.0,15.0,0.0,0.0,2006-12,15.0,15.0
20080222,yes,ok,-1.0,resolved,ok,13.5,resolved,ok,0.0,13.5,0.0,0.0,2006-12,13.5,13.5
20080225,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20080226,yes,ok,1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20080227,yes,ok,1.0,resolved,ok,18.0,resolved,ok,0.0,18.0,0.0,0.0,2006-12,18.0,18.0
20080228,yes,ok,1.0,resolved,ok,-5.75,resolved,ok,0.0,-5.75,0.0,0.0,2006-12,-5.75,-5.75
20080229,yes,ok,1.0,resolved,ok,-23.5,resolved,ok,-3.75,-19.75,-3.75,-3.75,2006-12,-19.75,-19.75
20080303,yes,ok,1.0,resolved,ok,-11.25,resolved,ok,0.0,-11.25,0.0,0.0,2006-12,-11.25,-11.25
20080304,yes,ok,1.0,resolved,ok,-10.25,resolved,ok,0.0,-10.25,0.0,0.0,2006-12,-10.25,-10.25
20080305,yes,ok,-1.0,resolved,ok,-13.75,resolved,ok,-2.5,-13.75,0.0,-2.5,2006-12,-11.25,-11.25
20080306,yes,ok,1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2006-12,-7.0,-7.0
20080307,yes,ok,-1.0,resolved,ok,-24.5,resolved,ok,-4.75,-19.75,-4.75,-4.75,2006-12,-19.75,-19.75
20080310,yes,ok,-1.0,resolved,ok,8.0,resolved,ok,0.0,8.0,0.0,0.0,2006-12,8.0,8.0
20080311,yes,ok,1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20080312,yes,ok,1.0,resolved,ok,10.5,resolved,ok,-3.25,10.5,0.0,-3.25,2006-12,13.75,13.75
20080313,yes,ok,-1.0,resolved,ok,-8.0,resolved,ok,0.0,-8.0,0.0,0.0,2006-12,-8.0,-8.0
20080314,yes,ok,-1.0,resolved,ok,38.0,resolved,ok,-7.75,38.0,0.0,-7.75,2006-12,45.75,45.75
20080317,yes,ok,1.0,resolved,ok,6.75,resolved,ok,0.0,6.75,0.0,0.0,2006-12,6.75,6.75
20080318,yes,ok,1.0,resolved,ok,7.0,resolved,ok,0.0,7.0,0.0,0.0,2006-12,7.0,7.0
20080319,yes,ok,-1.0,resolved,ok,-0.25,resolved,ok,0.0,-0.25,0.0,0.0,2006-12,-0.25,-0.25
20080320,yes,ok,-1.0,resolved,ok,-13.75,resolved,ok,0.0,-13.75,0.0,0.0,2006-12,-13.75,-13.75
20080321,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20080324,yes,ok,1.0,resolved,ok,38.5,resolved,ok,19.0,38.5,0.0,19.0,2006-12,19.5,19.5
20080325,yes,ok,-1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2006-12,-7.75,-7.75
20080326,yes,ok,1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2006-12,-6.5,-6.5
20080327,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080328,yes,ok,1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20080331,yes,ok,-1.0,resolved,ok,-5.5,resolved,ok,0.0,-5.5,0.0,0.0,2006-12,-5.5,-5.5
20080401,yes,ok,1.0,resolved,ok,21.25,resolved,ok,0.0,21.25,0.0,0.0,2006-12,21.25,21.25
20080402,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080403,yes,ok,1.0,resolved,ok,2.25,resolved,ok,0.0,2.25,0.0,0.0,2006-12,2.25,2.25
20080404,yes,ok,-1.0,resolved,ok,-5.75,resolved,ok,0.0,-5.75,0.0,0.0,2006-12,-5.75,-5.75
20080407,yes,ok,-1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2006-12,-4.75,-4.75
20080408,yes,ok,-1.0,resolved,ok,-14.25,resolved,ok,0.0,-14.25,0.0,0.0,2006-12,-14.25,-14.25
20080409,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,-5.0,-19.75,0.0,-5.0,2006-12,-14.75,-14.75
20080410,yes,ok,1.0,resolved,ok,16.5,resolved,ok,0.0,16.5,0.0,0.0,2006-12,16.5,16.5
20080411,yes,ok,1.0,resolved,ok,-10.25,resolved,ok,0.0,-10.25,0.0,0.0,2006-12,-10.25,-10.25
20080414,yes,ok,-1.0,resolved,ok,3.75,resolved,ok,0.0,3.75,0.0,0.0,2006-12,3.75,3.75
20080415,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080416,yes,ok,1.0,resolved,ok,16.75,resolved,ok,-4.75,16.75,0.0,-4.75,2006-12,21.5,21.5
20080417,yes,ok,1.0,resolved,ok,-14.5,resolved,ok,0.0,-14.5,0.0,0.0,2006-12,-14.5,-14.5
20080418,yes,ok,-1.0,resolved,ok,-11.0,resolved,ok,0.0,-11.0,0.0,0.0,2006-12,-11.0,-11.0
20080421,yes,ok,1.0,resolved,ok,0.75,resolved,ok,0.0,0.75,0.0,0.0,2006-12,0.75,0.75
20080422,yes,ok,-1.0,resolved,ok,5.0,resolved,ok,0.0,5.0,0.0,0.0,2006-12,5.0,5.0
20080423,yes,ok,-1.0,resolved,ok,-12.0,resolved,ok,0.0,-12.0,0.0,0.0,2006-12,-12.0,-12.0
20080424,yes,ok,1.0,resolved,ok,-8.0,resolved,ok,6.5,-19.75,11.75,6.5,2006-12,-14.5,-14.5
20080425,yes,ok,-1.0,resolved,ok,22.5,resolved,ok,-3.75,22.5,0.0,-3.75,2006-12,26.25,26.25
20080428,yes,ok,-1.0,unknown,missing_open_position_bar:613,,unknown,detector:missing_v7m_bar:613,,0.0,0.0,0.0,2006-12,,
20080429,yes,ok,1.0,resolved,ok,6.75,resolved,ok,0.0,6.75,0.0,0.0,2006-12,6.75,6.75
20080430,yes,ok,1.0,resolved,ok,9.75,resolved,ok,0.0,9.75,0.0,0.0,2006-12,9.75,9.75
20080501,yes,ok,1.0,resolved,ok,28.75,resolved,ok,-1.75,28.75,0.0,-1.75,2006-12,30.5,30.5
20080502,yes,ok,-1.0,resolved,ok,11.5,resolved,ok,0.0,11.5,0.0,0.0,2006-12,11.5,11.5
20080505,yes,ok,-1.0,resolved,ok,0.5,resolved,ok,0.0,0.5,0.0,0.0,2006-12,0.5,0.5
20080506,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20080507,yes,ok,-1.0,resolved,ok,-2.25,resolved,ok,0.0,-2.25,0.0,0.0,2006-12,-2.25,-2.25
20080508,yes,ok,-1.0,resolved,ok,-11.25,resolved,ok,-2.0,-11.25,0.0,-2.0,2006-12,-9.25,-9.25
20080509,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080512,yes,ok,-1.0,resolved,ok,-15.5,resolved,ok,-3.0,-15.5,0.0,-3.0,2006-12,-12.5,-12.5
20080513,yes,ok,-1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20080514,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,,,,2006-12,,
20080515,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080516,yes,ok,-1.0,resolved,ok,15.25,resolved,ok,0.0,15.25,0.0,0.0,2006-12,15.25,15.25
20080519,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,,,,2006-12,,
20080520,yes,ok,-1.0,resolved,ok,9.25,resolved,ok,-4.25,9.25,0.0,-4.25,2006-12,13.5,13.5
20080521,yes,ok,1.0,resolved,ok,-11.5,resolved,ok,0.0,-11.5,0.0,0.0,2006-12,-11.5,-11.5
20080522,yes,ok,1.0,resolved,ok,-3.25,resolved,ok,0.0,-3.25,0.0,0.0,2006-12,-3.25,-3.25
20080523,yes,ok,1.0,resolved,ok,-15.5,resolved,ok,0.0,-15.5,0.0,0.0,2006-12,-15.5,-15.5
20080526,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20080527,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,-10.5,-19.75,0.0,-10.5,2006-12,-9.25,-9.25
20080528,yes,ok,-1.0,resolved,ok,14.25,resolved,ok,0.0,14.25,0.0,0.0,2006-12,14.25,14.25
20080529,yes,ok,1.0,resolved,ok,7.75,resolved,ok,-2.25,7.75,0.0,-2.25,2006-12,10.0,10.0
20080530,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20080602,yes,ok,-1.0,resolved,ok,22.75,resolved,ok,-2.25,22.75,0.0,-2.25,2006-12,25.0,25.0
20080603,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2006-12,-9.5,-9.5
20080604,yes,ok,1.0,resolved,ok,39.0,resolved,ok,0.0,39.0,0.0,0.0,2006-12,39.0,39.0
20080605,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,12.25,-19.75,0.0,12.25,2006-12,-32.0,-32.0
20080606,yes,ok,-1.0,resolved,ok,17.25,resolved,ok,0.0,17.25,0.0,0.0,2006-12,17.25,17.25
20080609,yes,ok,-1.0,resolved,ok,10.25,resolved,ok,-7.25,10.25,0.0,-7.25,2006-12,17.5,17.5
20080610,yes,ok,1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2006-12,-0.75,-0.75
20080611,yes,ok,-1.0,resolved,ok,23.0,resolved,ok,10.25,23.0,0.0,10.25,2006-12,12.75,12.75
20080612,yes,ok,1.0,resolved,ok,2.25,resolved,ok,-7.0,2.25,0.0,-7.0,2006-12,9.25,9.25
20080613,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080616,yes,ok,1.0,resolved,ok,13.5,resolved,ok,-5.25,18.75,-5.25,-5.25,2006-12,18.75,18.75
20080617,yes,ok,-1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20080618,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080619,yes,ok,1.0,resolved,ok,1.0,resolved,ok,-5.5,1.0,0.0,-5.5,2006-12,6.5,6.5
20080620,yes,ok,-1.0,resolved,ok,17.25,resolved,ok,5.25,17.25,0.0,5.25,2006-12,12.0,12.0
20080623,yes,ok,-1.0,resolved,ok,15.75,resolved,ok,0.0,15.75,0.0,0.0,2006-12,15.75,15.75
20080624,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080625,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080626,yes,ok,-1.0,resolved,ok,17.25,resolved,ok,0.0,17.25,0.0,0.0,2006-12,17.25,17.25
20080627,yes,ok,1.0,resolved,ok,-11.25,resolved,ok,0.0,-11.25,0.0,0.0,2006-12,-11.25,-11.25
20080630,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2006-12,-9.5,-9.5
20080701,yes,ok,1.0,resolved,ok,23.25,resolved,ok,0.0,23.25,0.0,0.0,2006-12,23.25,23.25
20080702,yes,ok,-1.0,resolved,ok,17.75,resolved,ok,-2.5,20.25,-2.5,-2.5,2006-12,20.25,20.25
20080703,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20080704,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20080707,yes,ok,1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20080708,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080709,yes,ok,-1.0,resolved,ok,-6.75,resolved,ok,0.0,-6.75,0.0,0.0,2006-12,-6.75,-6.75
20080710,yes,ok,1.0,resolved,ok,2.75,resolved,ok,0.0,2.75,0.0,0.0,2006-12,2.75,2.75
20080711,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080714,yes,ok,-1.0,resolved,ok,20.25,resolved,ok,0.0,20.25,0.0,0.0,2006-12,20.25,20.25
20080715,yes,ok,-1.0,resolved,ok,3.0,resolved,ok,-7.0,3.0,0.0,-7.0,2006-12,10.0,10.0
20080716,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080717,yes,ok,1.0,resolved,ok,-22.0,resolved,ok,-2.25,-19.75,-2.25,-2.25,2006-12,-19.75,-19.75
20080718,yes,ok,-1.0,resolved,ok,-4.5,resolved,ok,-2.0,-4.5,0.0,-2.0,2006-12,-2.5,-2.5
20080721,yes,ok,-1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2006-12,7.75,7.75
20080722,yes,ok,-1.0,resolved,ok,-14.5,resolved,ok,0.0,-14.5,0.0,0.0,2006-12,-14.5,-14.5
20080723,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080724,yes,ok,-1.0,resolved,ok,16.25,resolved,ok,0.0,16.25,0.0,0.0,2006-12,16.25,16.25
20080725,yes,ok,-1.0,resolved,ok,-13.75,resolved,ok,0.0,-13.75,0.0,0.0,2006-12,-13.75,-13.75
20080728,yes,ok,1.0,resolved,ok,-14.25,resolved,ok,0.0,-14.25,0.0,0.0,2006-12,-14.25,-14.25
20080729,yes,ok,1.0,resolved,ok,26.25,resolved,ok,5.5,26.25,0.0,5.5,2006-12,20.75,20.75
20080730,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2006-12,1.75,1.75
20080731,yes,ok,1.0,resolved,ok,27.0,resolved,ok,0.0,27.0,0.0,0.0,2006-12,27.0,27.0
20080801,yes,ok,-1.0,resolved,ok,17.25,resolved,ok,-5.5,17.25,0.0,-5.5,2006-12,22.75,22.75
20080804,yes,ok,-1.0,resolved,ok,-0.5,resolved,ok,0.0,-0.5,0.0,0.0,2006-12,-0.5,-0.5
20080805,yes,ok,1.0,resolved,ok,14.5,resolved,ok,0.0,14.5,0.0,0.0,2006-12,14.5,14.5
20080806,yes,ok,1.0,resolved,ok,6.0,resolved,ok,0.0,6.0,0.0,0.0,2006-12,6.0,6.0
20080807,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20080808,yes,ok,-1.0,resolved,ok,-9.25,resolved,ok,10.5,-19.75,10.5,10.5,2006-12,-19.75,-19.75
20080811,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080812,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080813,yes,ok,1.0,resolved,ok,-17.0,resolved,ok,0.0,-17.0,0.0,0.0,2006-12,-17.0,-17.0
20080814,yes,ok,1.0,resolved,ok,23.25,resolved,ok,0.0,23.25,0.0,0.0,2006-12,23.25,23.25
20080815,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2006-12,1.75,1.75
20080818,yes,ok,-1.0,resolved,ok,7.25,resolved,ok,0.0,7.25,0.0,0.0,2006-12,7.25,7.25
20080819,yes,ok,1.0,resolved,ok,-6.25,resolved,ok,0.0,-6.25,0.0,0.0,2006-12,-6.25,-6.25
20080820,yes,ok,-1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2006-12,-6.5,-6.5
20080821,yes,ok,1.0,resolved,ok,-8.5,resolved,ok,0.0,-8.5,0.0,0.0,2006-12,-8.5,-8.5
20080822,yes,ok,1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20080825,yes,ok,1.0,resolved,ok,-17.5,resolved,ok,0.0,-17.5,0.0,0.0,2006-12,-17.5,-17.5
20080826,yes,ok,-1.0,resolved,ok,-3.75,resolved,ok,0.0,-3.75,0.0,0.0,2006-12,-3.75,-3.75
20080827,yes,ok,-1.0,resolved,ok,-6.25,resolved,ok,0.0,-6.25,0.0,0.0,2006-12,-6.25,-6.25
20080828,yes,ok,1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20080829,yes,ok,-1.0,resolved,ok,23.25,resolved,ok,0.0,23.25,0.0,0.0,2006-12,23.25,23.25
20080901,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20080902,yes,ok,-1.0,resolved,ok,0.75,resolved,ok,-4.75,5.5,-4.75,-4.75,2006-12,5.5,5.5
20080903,yes,ok,1.0,resolved,ok,-13.75,resolved,ok,0.0,-13.75,0.0,0.0,2006-12,-13.75,-13.75
20080904,yes,ok,-1.0,resolved,ok,17.0,resolved,ok,0.0,17.0,0.0,0.0,2006-12,17.0,17.0
20080905,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080908,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080909,yes,ok,-1.0,resolved,ok,5.75,resolved,ok,-2.5,5.75,0.0,-2.5,2006-12,8.25,8.25
20080910,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20080911,yes,ok,1.0,resolved,ok,26.0,resolved,ok,0.0,26.0,0.0,0.0,2006-12,26.0,26.0
20080912,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080915,yes,ok,1.0,resolved,ok,19.0,resolved,ok,0.0,19.0,0.0,0.0,2006-12,19.0,19.0
20080916,yes,ok,1.0,resolved,ok,6.0,resolved,ok,-4.5,6.0,0.0,-4.5,2006-12,10.5,10.5
20080917,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080918,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080919,yes,ok,-1.0,resolved,ok,34.75,resolved,ok,0.0,34.75,0.0,0.0,2006-12,34.75,34.75
20080922,yes,ok,-1.0,resolved,ok,24.75,resolved,ok,-5.25,24.75,0.0,-5.25,2006-12,30.0,30.0
20080923,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080924,yes,ok,-1.0,resolved,ok,-11.75,resolved,ok,0.0,-11.75,0.0,0.0,2006-12,-11.75,-11.75
20080925,yes,ok,-1.0,resolved,ok,-25.25,resolved,ok,-5.5,-19.75,-5.5,-5.5,2006-12,-19.75,-19.75
20080926,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20080929,yes,ok,-1.0,resolved,ok,48.75,resolved,ok,17.25,48.75,0.0,17.25,2006-12,31.5,31.5
20080930,yes,ok,1.0,resolved,ok,18.5,resolved,ok,0.0,18.5,0.0,0.0,2006-12,18.5,18.5
20081001,yes,ok,-1.0,resolved,ok,21.25,resolved,ok,0.0,21.25,0.0,0.0,2006-12,21.25,21.25
20081002,yes,ok,-1.0,resolved,ok,35.25,resolved,ok,2.25,35.25,0.0,2.25,2006-12,33.0,33.0
20081003,yes,ok,1.0,resolved,ok,23.25,resolved,ok,0.0,23.25,0.0,0.0,2006-12,23.25,23.25
20081006,yes,ok,-1.0,resolved,ok,38.5,resolved,ok,21.5,38.5,0.0,21.5,2006-12,17.0,17.0
20081007,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081008,yes,ok,1.0,resolved,ok,21.0,resolved,ok,-10.5,21.0,0.0,-10.5,2006-12,31.5,31.5
20081009,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081010,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081013,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081014,yes,ok,-1.0,resolved,ok,55.5,resolved,ok,0.0,55.5,0.0,0.0,2006-12,55.5,55.5
20081015,yes,ok,-1.0,resolved,ok,15.5,resolved,ok,-5.0,15.5,0.0,-5.0,2006-12,20.5,20.5
20081016,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081017,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081020,yes,ok,-1.0,resolved,ok,23.75,resolved,ok,0.0,23.75,0.0,0.0,2006-12,23.75,23.75
20081021,yes,ok,-1.0,unknown,missing_open_position_bar:583,,resolved,ok,0.0,0.0,0.0,0.0,2006-12,,
20081022,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081023,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081024,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20081027,yes,ok,1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2006-12,-0.75,-0.75
20081028,yes,ok,-1.0,resolved,ok,8.75,resolved,ok,-6.5,15.25,-6.5,-6.5,2006-12,15.25,15.25
20081029,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081030,yes,ok,-1.0,resolved,ok,14.0,resolved,ok,0.0,14.0,0.0,0.0,2006-12,14.0,14.0
20081031,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081103,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081104,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081105,yes,ok,-1.0,resolved,ok,6.5,resolved,ok,0.0,6.5,0.0,0.0,2006-12,6.5,6.5
20081106,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081107,yes,ok,1.0,resolved,ok,-2.5,resolved,ok,0.0,-2.5,0.0,0.0,2006-12,-2.5,-2.5
